Geoid 2010,Year,Med Family Income Adj,Med Gross Rent Adj,Med Household Income Adj,Poverty Perc,Unemployment
1069,2015-2019,64404.180913808500,799.18293055003220,50431.198720915825,0.1823439672485710,0.0641752957799945
1071,2015-2019,55953.404381613000,625.35534353384480,44271.978549262990,0.1858434674150296,0.0513214934974129
1073,2015-2019,74898.491517755280,953.93187996688200,57130.980291216560,0.1602355726472948,0.0647253458284396
1075,2015-2019,55884.509301393170,450.46783220658310,40662.936270054954,0.2064709319310546,0.0884755779593255
1077,2015-2019,69751.499063178400,702.72981824226970,50975.999816808020,0.1458282602439510,0.0471381267738883
1079,2015-2019,58747.364865604890,584.01829540194660,47575.762626881624,0.1803193600586206,0.0526756489305016
1081,2015-2019,77085.115371501580,907.29521027961220,54546.884820817390,0.1959424210221234,0.0517317911451001
1083,2015-2019,79742.345619364890,732.40769895235050,63262.642430781460,0.1357256673869862,0.0624204411322239
1085,2015-2019,43927.503148163840,621.11564628954760,31835.886607428070,0.2681159420289855,0.0990281061203047
1087,2015-2019,51642.692208473770,679.41148339863480,35369.674260549840,0.2442080811785561,0.1133425379691226
1089,2015-2019,90662.745796363540,908.35513459068640,69370.986235502730,0.1247945500504415,0.0501374511404149
1091,2015-2019,62590.650417560350,596.73738713483840,35232.944024421246,0.2190386230058774,0.0797012898845892
1093,2015-2019,51174.205662978920,542.68124727004840,38083.080496900075,0.1748111345538691,0.0545672118069405
1095,2015-2019,60215.360036442810,687.89087788722930,48738.499596130150,0.2030800886692192,0.0427189682966147
1097,2015-2019,64421.139702785690,904.11543734638920,50434.378493849050,0.1878060851387586,0.0583185396623265
1099,2015-2019,52317.863994628104,616.87594904525030,32265.155953413170,0.2794229670538945,0.1543120473996050
1101,2015-2019,66977.677141096940,936.97309098969300,53127.646168288880,0.1935260294835141,0.0658362001997558
1103,2015-2019,67872.253259643650,697.43019668689820,55281.412368391880,0.1463698132558437,0.0508037526746036
1105,2015-2019,37594.455389494820,537.38162571467680,24852.045321759422,0.3084553613604157,0.1013631597343586
1107,2015-2019,57339.785380498200,484.38541016096110,42235.863947689235,0.2271695666270398,0.1025706612098733
1109,2015-2019,60422.045277102305,709.08936410871560,39689.925752488736,0.2443133149329018,0.0613805594687059
